Player Name,Team,image_url,image_url
Eric LICHAJ,Aston Villa,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Eric_Lichaj.jpg/280px-Eric_Lichaj.jpg,True
Barry BANNAN,Aston Villa,http://cdn.soccerwiki.org/images/player/38608.png,True
Chris HERD,Aston Villa,https://wallpapers.com/images/hd/aston-villa-s-chris-herd-poster-79atc97thjhl6mpi.jpg,True
Stiliyan PETROV,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/250x250/p2160.png,True
Luke YOUNG,Aston Villa,https://upload.wikimedia.org/wikipedia/commons/1/16/Luke_Young.jpg,True
Darren BENT,Aston Villa,https://i2-prod.birminghammail.co.uk/sport/football/football-news/article9414632.ece/ALTERNATES/s615/Darren-Bent-after-becoming-Aston-Villas-record-signing-in-January-2011.png,True
Jermaine JENAS,Aston Villa,https://i.pinimg.com/474x/85/66/1b/85661b99b8b542d2c58e3b12d98087a6.jpg,True
Samir CARRUTHERS,Aston Villa,https://c8.alamy.com/zooms/9/6ae44d81fbaa4cdb980f2e9329c00f82/2baexe9.jpg,True
Gary GARDNER,Aston Villa,https://static.wikia.nocookie.net/fifa/images/c/ca/GaryGardner.png/revision/latest?cb=20170907171453,True
Nathan DELFOUNESO,Aston Villa,https://www.leballonrond.fr/img/jogadores/76/698076_med__20200903224227_nathan_delfouneso.png,True
Carlos CUELLAR,Aston Villa,https://www.leballonrond.fr/img/jogadores/84/155484_med_carlos_cuellar.png,True
Stephen IRELAND,Aston Villa,https://media.gettyimages.com/id/136551848/fr/photo/stephen-ireland-of-aston-villa-gives-instructions-during-the-fa-cup-third-round-match.jpg?s=612x612&w=gi&k=20&c=BfExJF7_v8NzLtKyzeAOg7OPfDgwdUEr1-kMim1GjJw=,True
James COLLINS,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/250x250/p8380.png,True
Alan HUTTON,Aston Villa,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdWuqXnZ2wWO11KV33mPfDnanBQbj9EbG5tWQkJfLHLw&s,True
Ciaran CLARK,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/250x250/p58845.png,True
Robbie KEANE,Aston Villa,https://images.webapi.gc.avfcservices.co.uk/92604fcf-7d47-42f0-9150-8478a4223713.jpg,True
Andreas WEIMANN,Aston Villa,https://i.goalzz.com/?i=o%2Fp%2F70%2F824%2Fandreas-weimann-1.png,True
Emile HESKEY,Aston Villa,https://www.leballonrond.fr/img/jogadores/73/769273_med__20210404030607_emile_heskey.png,True
Fabian DELPH,Aston Villa,https://w7.pngwing.com/pngs/447/592/png-transparent-fabian-delph-england-national-football-team-aston-villa-f-c-action-toy-figures-figurine-aston-villa-business-action-fiction-play.png,True
Gabriel AGBONLAHOR,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/250x250/p27450.png,True
Charles N'ZOGBIA,Aston Villa,https://c8.alamy.com/compfr/2gh9bgn/charles-n-zogbia-d-aston-villa-en-action-lors-du-match-de-la-barclays-premier-league-entre-aston-villa-et-newcastle-united-au-stade-villa-park-birmingham-le-23-aout-2014-2gh9bgn.jpg,True
Brad GUZAN,Aston Villa,https://cdn.shopify.com/s/files/1/0276/9165/products/GUZANPIC_800x.png?v=1620399011,True
Adam HENLEY,Blackburn Rovers,https://c8.alamy.com/comp/2CHBCG3/adam-henley-blackburn-rovers-2CHBCG3.jpg,True
Christopher SAMBA,Blackburn Rovers,https://c8.alamy.com/comp/2D67AGE/christopher-samba-blackburn-rovers-2D67AGE.jpg,True
Jordan SLEW,Blackburn Rovers,https://fcht-media.ams3.digitaloceanspaces.com/wp-content/uploads/2022/06/02214017/Jordan-Slew-scaled.jpg,True
Anthony MODESTE,Blackburn Rovers,https://fff.twic.pics/https://media.fff.fr/uploads/images/4376f06206605db66ea190bffe0da342.png?twic=v1/focus=1117x921,True
Mark BUNN,Blackburn Rovers,https://resources.premierleague.com/premierleague/photos/players/250x250/p10954.png,True
Josh MORRIS,Blackburn Rovers,https://c8.alamy.com/comp/G6C38B/soccer-sky-bet-championship-blackburn-rovers-v-nottingham-forest-ewood-G6C38B.jpg,True
Yakubu AYEGBENI,Blackburn Rovers,https://c8.alamy.com/comp/G4M1JP/soccer-barclays-premier-league-blackburn-rovers-v-tottenham-hotspur-G4M1JP.jpg,True
Vincenzo GRELLA,Blackburn Rovers,https://i.ebayimg.com/images/g/tMUAAOSwJF5grn03/s-l500.jpg,True
Marcus OLSSON,Blackburn Rovers,https://e0.365dm.com/14/04/2048x1152/marcus-olsson-blackburn_3133184.jpg,True
Simon VUKCEVIC,Blackburn Rovers,https://media.gettyimages.com/id/1227633166/photo/simon-vukcevic-of-blackburn-rovers-runs-with-the-ball-during-the-game-between-wolverhampton.jpg?s=612x612&w=gi&k=20&c=trXVdKCCLU3wFoOBllhJvI8scwu0OCqyLIntjb9l65A=,True
Scott DANN,Blackburn Rovers,http://www.sporting-heroes.net/content/thumbnails/00293/29204-zoom.jpg,True
Jason LOWE,Blackburn Rovers,https://www.lancashiretelegraph.co.uk/resources/images/5975541/?type=responsive-gallery-fullscreen,True
Gael GIVET,Blackburn Rovers,https://ichef.bbci.co.uk/onesport/cps/624/mcs/media/images/59664000/jpg/_59664561_givet.jpg,True
Ryan NELSEN,Blackburn Rovers,https://cdn.staticneo.com/w/footballmanager/Nelsen.jpg,True
Bradley ORR,Blackburn Rovers,https://c8.alamy.com/zoomsfr/6/c2989294099544baa82456dd050f32bf/2baet6y.jpg,True
Brett EMERTON,Blackburn Rovers,https://resources.premierleague.com/premierleague/photos/players/250x250/p4740.png,True
Radosav PETROVIC,Blackburn Rovers,https://c8.alamy.com/compfr/g4txn3/soccer-barclays-premier-league-blackburn-rovers-fulham-ewood-park-radosav-petrovic-blackburn-rovers-g4txn3.jpg,True
Jake KEAN,Blackburn Rovers,https://imgresizer.eurosport.com/unsafe/1200x0/filters:format(jpeg):focal(1437x627:1439x625)/origin-imgresizer.eurosport.com/2012/10/18/901141-19978468-2560-1440.jpg,True
Grant HANLEY,Blackburn Rovers,https://resources.premierleague.com/premierleague/photos/players/250x250/p83428.png,True
Michel SALGADO,Blackburn Rovers,https://i.etsystatic.com/35168091/r/il/1fb6b4/3946269827/il_570xN.3946269827_7ov4.jpg,True
David GOODWILLIE,Blackburn Rovers,https://i2-prod.lancs.live/incoming/article19285095.ece/ALTERNATES/s1200c/0_GettyImages-121683351.jpg,True
Steven N'ZONZI,Blackburn Rovers,https://c8.alamy.com/zoomsfr/6/fcc4a8ab6b6a434eb07620de8de010b1/jc9efb.jpg,True
Mauro FORMICA,Blackburn Rovers,https://c8.alamy.com/zooms/6/ff07a6f9ec1a42c298342847f015b2f6/2bat0at.jpg,True
Morten GAMST PEDERSEN,Blackburn Rovers,https://ultrautd.com/wp-content/uploads/2021/01/PA-9872993.jpg.gallery-2.jpg,True
Jason ROBERTS,Blackburn Rovers,https://cdn.staticneo.com/w/footballmanager/Roberts.jpg,True
David DUNN,Blackburn Rovers,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/David_Dunn_Blackburn_Rovers.jpg/800px-David_Dunn_Blackburn_Rovers.jpg,True
Paul ROBINSON,Blackburn Rovers,https://resources.premierleague.com/premierleague/photos/players/250x250/p1801.png,True
Ruben ROCHINA,Blackburn Rovers,https://c8.alamy.com/compfr/g6a1my/football-championnat-sky-bet-derby-county-blackburn-rovers-pride-park-ruben-rochina-blackburn-rovers-g6a1my.jpg,True
Martin OLSSON,Blackburn Rovers,https://cdn.staticneo.com/w/footballmanager/Olsson.jpg,True
David HOILETT,Blackburn Rovers,http://www.sporting-heroes.net/content/thumbnails/00257/25645-product.jpg,True
Nick BLACKMAN,Blackburn Rovers,https://c8.alamy.com/comp/2EG8B5G/football-stock-0910-14709-nick-blackman-blackburn-rovers-mandatory-credit-action-images-john-sibley-2EG8B5G.jpg,True
Samuel RICKETTS,Bolton Wanderers,https://l450v.alamy.com/450v/2d35kn8/samuel-ricketts-bolton-wanderers-2d35kn8.jpg,True
Fabrice MUAMBA,Bolton Wanderers,https://resources.premierleague.com/premierleague/photos/players/250x250/p27696.png,True
Tim REAM,Bolton Wanderers,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSi7Dc0wGMNeyNeRsb9s1XXTvCTEB7HZEWfvjn_Q72hbg&s,True
Chung-Yong LEE,Bolton Wanderers,https://resources.premierleague.com/premierleague/photos/players/250x250/p75773.png,True
Darren PRATLEY,Bolton Wanderers,http://www.sporting-heroes.net/content/thumbnails/00405/40391-zoom.jpg,True
Jussi JAASKELAINEN,Bolton Wanderers,http://cdn.shopify.com/s/files/1/0344/8576/4233/products/BoltonWanderers-JussiJaaskelainen_7d2b77ef-43ae-47fa-bf9a-52f496b61651_1200x1200.png?v=1655574454,True
Gretar STEINSSON,Bolton Wanderers,https://c8.alamy.com/comp/2D35M7D/gretar-rafn-steinsson-bolton-wanderers-2D35M7D.jpg,True
Ivan KLASNIC,Bolton Wanderers,http://www.sporting-heroes.net/content/thumbnails/00297/29583-zoom.jpg,True
Marcos ALONSO,Bolton Wanderers,https://c8.alamy.com/comp/2EFKYE7/football-bolton-wanderers-marcos-alonso-press-conference-bolton-wanderers-training-ground-1011-27710-bolton-wanderers-new-signing-marcos-alonso-poses-for-picture-with-club-shirt-mandatory-credit-action-images-carl-recine-2EFKYE7.jpg,True
Kevin DAVIES,Bolton Wanderers,https://resources.premierleague.com/premierleague/photos/players/250x250/p3630.png,True
Mark DAVIES,Bolton Wanderers,https://i.guim.co.uk/img/static/sys-images/Football/Clubs/Club_Home/2011/2/15/1297770627919/Bolton-midfielder-Mark-Da-007.jpg?width=465&quality=85&dpr=1&s=none,True
Martin PETROV,Bolton Wanderers,https://c8.alamy.com/compfr/2bae1mm/martin-petrov-bolton-wanderers-2bae1mm.jpg,True
Nigel REO-COKER,Bolton Wanderers,https://i.pinimg.com/474x/e7/25/f9/e725f98accd079c555f01ba47bf697aa.jpg,True
Paul ROBINSON,Bolton Wanderers,https://resources.premierleague.com/premierleague/photos/players/250x250/p1801.png,True
Robbie BLAKE,Bolton Wanderers,https://i.pinimg.com/474x/3a/60/a2/3a60a29ab51c65bc4170f1c6ff1074e4.jpg,True
Zat KNIGHT,Bolton Wanderers,https://c8.alamy.com/comp/2BBDPXP/zat-knight-bolton-wanderers-2BBDPXP.jpg,True
Gary CAHILL,Bolton Wanderers,https://cdn.vox-cdn.com/thumbor/RajOjw_0ieH1bcY8_kbzrZyc4GU=/0x0:2177x1451/1400x1050/filters:focal(0x0:2177x1451):format(jpeg)/cdn.vox-cdn.com/uploads/chorus_image/image/46399704/GettyImages-136291599.0.jpg,True
David WHEATER,Bolton Wanderers,https://c8.alamy.com/comp/J5ET9W/david-wheater-bolton-wanderers-fc-bolton-wanderers-fc-reebok-stadium-J5ET9W.jpg,True
Ryo MIYAICHI,Bolton Wanderers,https://i.pinimg.com/474x/30/9f/7e/309f7ef4fe1f72a7e3c3fbf5f8fc291a.jpg,True
Chris EAGLES,Bolton Wanderers,https://i2-prod.walesonline.co.uk/incoming/article7311513.ece/ALTERNATES/s615/CS48016826.png,True
Marvin SORDELL,Bolton Wanderers,https://www.leballonrond.fr/img/jogadores/05/520305_med__20181021143210_marvin_sordell.png,True
Dedryck BOYATA,Bolton Wanderers,https://proleague.be/dato/25478/1664358704-photonews_10995721-108.png?auto=format&crop=faces&fit=crop&h=640&w=640,True
David NGOG,Bolton Wanderers,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/David_N%27Gog_23-07-11_1.png/640px-David_N%27Gog_23-07-11_1.png,True
Adam BOGDAN,Bolton Wanderers,https://c8.alamy.com/comp/2BAA8ND/adam-bogdan-bolton-wanderers-goalkeeper-2BAA8ND.jpg,True
Ricardo GARDNER,Bolton Wanderers,https://resources.premierleague.com/premierleague/photos/players/250x250/p1307.png,True
Tuncay SANLI,Bolton Wanderers,https://c8.alamy.com/compfr/jb7dtg/tuncay-sanli-bolton-wanderers-fc-bolton-wanderers-fc-stade-reebok-bolton-angleterre-26-novembre-2011-jb7dtg.jpg,True
Tyrone MEARS,Bolton Wanderers,https://media.gettyimages.com/id/150564588/fr/photo/tyrone-mears-of-bolton-wanderers-looks-on-during-the-npower-championship-match-between-bolton.jpg?s=594x594&w=gi&k=20&c=bwuZObqR8VCtj_eeNXC4avYLmvJSwxlkNdZwbA8Ar2w=,True
Gael KAKUTA,Bolton Wanderers,https://i.goalzz.com/?i=o%2Fp%2F59%2F41%2Fgael-kakuta-2.png,True
Joseph RILEY,Bolton Wanderers,https://www.mansfieldtown.net/api/image/cropandgreyscale/d95943d4-6ffb-4ac9-a97f-e91ee709231a/?preset=square&greyscale=false,True
Josh VELA,Bolton Wanderers,https://m.footballdatabase.eu/images/photos/players/a_159/159348.jpg,True
Florent MALOUDA,Chelsea,https://www.pngkit.com/png/full/492-4928530_florent-malouda-chelsea-premier-league2-2639061-chelsea-f-c.png,True
RAMIRES,Chelsea,https://w7.pngwing.com/pngs/140/939/png-transparent-ramires-chelsea-f-c-international-champions-cup-football-player-real-madrid-c-f-football-tshirt-blue-sport.png,True
John MIKEL,Chelsea,https://w7.pngwing.com/pngs/469/273/png-transparent-john-obi-mikel-chelsea-f-c-nigeria-national-football-team-premier-league-football-player-premier-league-tshirt-team-jersey.png,True
Didier DROGBA,Chelsea,https://w7.pngwing.com/pngs/306/226/png-transparent-didier-drogba-chelsea-f-c-premier-league-jersey-uefa-champions-league-premier-league-tshirt-blue-sport.png,True
Ashley COLE,Chelsea,https://media.gettyimages.com/id/611462462/fr/photo/chelseas-ashley-cole-during-the-adidas-new-chelsea-fc-kit-shoot-at-cobham-training-ground.jpg?s=612x612&w=gi&k=20&c=8WN6aJXbkTYj_VshRcCCbLhxXNDr3jgVS8aM0UyimmE=,True
John TERRY,Chelsea,https://w7.pngwing.com/pngs/707/916/png-transparent-john-terry-chelsea-f-c-team-sport-football-player-luis-figo-game-sport-sports-equipment-thumbnail.png,True
Jose BOSINGWA,Chelsea,https://static.wikia.nocookie.net/chelseafc/images/5/52/34236_ori_jose_bosingwa.jpg/revision/latest?cb=20110201003153,True
Nicolas ANELKA,Chelsea,https://e7.pngegg.com/pngimages/40/494/png-clipart-chelsea-f-c-football-player-premier-league-rendering-drogba-chelsea-blue-sports-equipment-thumbnail.png,True
ALEX,Chelsea,https://media.gettyimages.com/id/87449035/fr/photo/alex-of-chelsea-looks-on-during-the-barclays-premier-league-match-between-chelsea-and-blackburn.jpg?s=612x612&w=gi&k=20&c=qPPQfecMnffKUNcHI39wrXJvVBv8EbYaY612m2UmYDQ=,True
Petr CECH,Chelsea,https://e7.pngegg.com/pngimages/474/869/png-clipart-petr-%C4%8Cech-premier-league-football-chelsea-f-c-segunda-division-cech-arsenal-food-orange.png,True
Fernando TORRES,Chelsea,https://e7.pngegg.com/pngimages/186/535/png-clipart-fernando-torres-chelsea-f-c-soccer-player-jersey-football-football-tshirt-blue.png,True
Frank LAMPARD,Chelsea,https://w7.pngwing.com/pngs/180/658/png-transparent-frank-lampard-chelsea-f-c-fa-cup-sticker-volar-cantando-football-tshirt-sticker-jersey-thumbnail.png,True
Henrique HILARIO,Chelsea,https://e7.pngegg.com/pngimages/740/248/png-clipart-henrique-hilario-fifa-14-fifa-15-chelsea-f-c-fifa-10-others-face-video-game.png,True
Salomon KALOU,Chelsea,https://img.favpng.com/14/9/14/chelsea-f-c-football-player-premier-league-rendering-png-favpng-1DFpzUKqWx3nvzQ6n97Ya3RSM_t.jpg,True
Raul MEIRELES,Chelsea,https://media.gettyimages.com/id/1318858524/fr/photo/raul-meireles-of-chelsea-celebrates-during-uefa-champions-league-final-between-fc-bayern.jpg?s=612x612&w=gi&k=20&c=geo2VftTgs5jcK0RJGpXrHzB0Q0ddFrVbZP2VPHCg3k=,True
Branislav IVANOVIC,Chelsea,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQghGvOv10hQBuKMxk3g-tBz7ejlKc3CVjk4XG46sAS0A&s,True
Daniel STURRIDGE,Chelsea,https://static.wikia.nocookie.net/chelseafc/images/c/c4/DanielSturridge.jpg/revision/latest?cb=20111213231745,True
Yossi BENAYOUN,Chelsea,https://media.gettyimages.com/id/124234790/photo/yossi-benayoun-poses-for-a-photograph-after-signing-for-arsenal-at-london-colney-on-september.jpg?s=612x612&w=gi&k=20&c=iozTC1-1KI1cQPOhm7hNCYDbFI8ropR7S8oBDBv44RQ=,True
David LUIZ,Chelsea,https://w7.pngwing.com/pngs/194/706/png-transparent-david-luiz-chelsea-f-c-premier-league-brazil-national-football-team-football-player-premier-league-tshirt-blue-jersey.png,True
Ross TURNBULL,Chelsea,https://upload.wikimedia.org/wikipedia/commons/e/ee/Ross_Turnbull_Middlesbrough_v._Chelsea_1.png,True
Romelu LUKAKU,Chelsea,https://resources.premierleague.com/photos/2021/08/17/fe0a06ca-5fc9-46ca-af97-dfc8f03dcd2a/lukaku-joins-chelsea-4.png?width=860&height=573,True
Juan Manuel MATA,Chelsea,https://c8.alamy.com/compfr/d1b5rg/13-12-2012-yokohama-japon-juan-manuel-mata-garcia-chelsea-la-coupe-du-monde-des-clubs-de-la-fifa-japon-2012-correspondance-entre-cf-monterrey-1-3-chelsea-fc-au-stade-international-de-yokohama-japon-d1b5rg.jpg,True
Ryan BERTRAND,Chelsea,https://img.favpng.com/12/9/5/ryan-bertrand-southampton-f-c-england-national-football-team-chelsea-f-c-premier-league-png-favpng-sQn15T4ynywiHtHYKS1g5tpJd.jpg,True
Sam HUTCHINSON,Chelsea,https://assets.goal.com/v3/assets/bltcc7a7ffd2fbf71f5/blt3f58335c66d4d4f1/61050747b7f12232434230d0/e7ca526ad5479304186a23e88674527991799e55.png?format=jpg,True
Paulo FERREIRA,Chelsea,https://resources.premierleague.com/premierleague/photos/players/250x250/p16734.png,True
Gary CAHILL,Chelsea,https://cdn.vox-cdn.com/thumbor/RajOjw_0ieH1bcY8_kbzrZyc4GU=/0x0:2177x1451/1400x1050/filters:focal(0x0:2177x1451):format(jpeg)/cdn.vox-cdn.com/uploads/chorus_image/image/46399704/GettyImages-136291599.0.jpg,True
Oriol ROMEU,Chelsea,https://resources.premierleague.com/premierleague/photos/players/250x250/p78056.png,True
Joshua MCEACHRAN,Chelsea,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Joshua_mceachran.png/220px-Joshua_mceachran.png,True
Michael ESSIEN,Chelsea,"                 Player Name                     Team                                          image_url  image_url
0               Aaron RAMSEY                  Arsenal  https://encrypted-tbn0.gstatic.com/images?q=tb...       True
1             Alexandre SONG                  Arsenal  https://c8.alamy.com/compfr/jdc35x/alexandre-s...       True
2    Alex OXLADE-CHAMBERLAIN                  Arsenal  https://w7.pngwing.com/pngs/810/903/png-transp...       True
3              Armand TRAORE                  Arsenal  https://www.arsenalpics.com/p/5/armand-traore-...       True
4           Francis COQUELIN                  Arsenal  https://resources.premierleague.com/premierlea...       True
..                       ...                      ...                                                ...        ...
557             Ronald ZUBAR  Wolverhampton Wanderers  https://www.wolvespics.com/p/208/new-signing-r...       True
558            Jody CRADDOCK  Wolverhampton Wanderers  https://resources.premierleague.com/premierlea...       True
559        Emmanuel FRIMPONG  Wolverhampton Wanderers  https://www.arsenalpics.com/p/5/emmanuel-frimp...       True
560          Wayne HENNESSEY  Wolverhampton Wanderers  https://resources.premierleague.com/premierlea...       True
561               Carl IKEME  Wolverhampton Wanderers  https://resources.premierleague.com/premierlea...       True

[562 rows x 4 columns]",True
Conor MCALENY,Everton,"                 Player Name                     Team                                          image_url  image_url
0               Aaron RAMSEY                  Arsenal  https://encrypted-tbn0.gstatic.com/images?q=tb...       True
1             Alexandre SONG                  Arsenal  https://c8.alamy.com/compfr/jdc35x/alexandre-s...       True
2    Alex OXLADE-CHAMBERLAIN                  Arsenal  https://w7.pngwing.com/pngs/810/903/png-transp...       True
3              Armand TRAORE                  Arsenal  https://www.arsenalpics.com/p/5/armand-traore-...       True
4           Francis COQUELIN                  Arsenal  https://resources.premierleague.com/premierlea...       True
..                       ...                      ...                                                ...        ...
557             Ronald ZUBAR  Wolverhampton Wanderers  https://www.wolvespics.com/p/208/new-signing-r...       True
558            Jody CRADDOCK  Wolverhampton Wanderers  https://resources.premierleague.com/premierlea...       True
559        Emmanuel FRIMPONG  Wolverhampton Wanderers  https://www.arsenalpics.com/p/5/emmanuel-frimp...       True
560          Wayne HENNESSEY  Wolverhampton Wanderers  https://resources.premierleague.com/premierlea...       True
561               Carl IKEME  Wolverhampton Wanderers  https://resources.premierleague.com/premierlea...       True

[562 rows x 4 columns]",True
Victor ANICHEBE,Everton,"                 Player Name                     Team                                          image_url  image_url
0               Aaron RAMSEY                  Arsenal  https://encrypted-tbn0.gstatic.com/images?q=tb...       True
1             Alexandre SONG                  Arsenal  https://c8.alamy.com/compfr/jdc35x/alexandre-s...       True
2    Alex OXLADE-CHAMBERLAIN                  Arsenal  https://w7.pngwing.com/pngs/810/903/png-transp...       True
3              Armand TRAORE                  Arsenal  https://www.arsenalpics.com/p/5/armand-traore-...       True
4           Francis COQUELIN                  Arsenal  https://resources.premierleague.com/premierlea...       True
..                       ...                      ...                                                ...        ...
557             Ronald ZUBAR  Wolverhampton Wanderers  https://www.wolvespics.com/p/208/new-signing-r...       True
558            Jody CRADDOCK  Wolverhampton Wanderers  https://resources.premierleague.com/premierlea...       True
559        Emmanuel FRIMPONG  Wolverhampton Wanderers  https://www.arsenalpics.com/p/5/emmanuel-frimp...       True
560          Wayne HENNESSEY  Wolverhampton Wanderers  https://resources.premierleague.com/premierlea...       True
561               Carl IKEME  Wolverhampton Wanderers  https://resources.premierleague.com/premierlea...       True

[562 rows x 4 columns]",True
Phil JAGIELKA,Everton,https://resources.evertonfc.com/players/side/480x540/p7645.png,True
Philip NEVILLE,Everton,https://cdn.shopify.com/s/files/1/0276/9165/products/nevillepic_800x.png?v=1619020744,True
